model,model_family,variant,num_keys,num_updates,probe,layer,accuracy,std,ci_lower,ci_upper,behavioral_acc,provenance_tier,source_file,notes
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,17,0.4333,0.0596,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,18,0.4867,0.098,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,19,0.4592,0.0597,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,20,0.4875,0.0389,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,21,0.5925,0.0448,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,22,0.6308,0.057,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,23,0.815,0.0667,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,24,0.8417,0.091,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,25,0.8408,0.1243,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,26,0.815,0.0989,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,27,0.8417,0.1088,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,28,0.8817,0.0651,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,29,0.8942,0.0685,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,30,0.8942,0.0685,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,31,0.8817,0.0651,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,32,0.8692,0.0709,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,33,0.8567,0.0841,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,0,0.561,0.0883,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,1,0.6346,0.0647,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,2,0.6588,0.0447,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,3,0.6346,0.0325,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,4,0.6346,0.0325,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,5,0.5853,0.0457,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,6,0.6706,0.0298,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,7,0.6103,0.0572,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,8,0.6221,0.1201,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,9,0.5831,0.0972,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,10,0.5088,0.1217,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,11,0.5,0.0709,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,12,0.4868,0.079,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,13,0.4882,0.1021,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,14,0.464,0.0631,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,15,0.45,0.0728,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,16,0.3904,0.096,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,17,0.5375,0.0533,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,18,0.5625,0.0589,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,19,0.5868,0.0829,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,20,0.5846,0.0514,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,21,0.5463,0.1559,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,22,0.6581,0.0621,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,23,0.8154,0.1127,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,24,0.8404,0.0642,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,25,0.8654,0.0723,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,26,0.8404,0.0851,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,27,0.8404,0.0851,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,28,0.8897,0.0473,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,29,0.9022,0.0305,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,30,0.9147,0.0295,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,31,0.9022,0.0637,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,32,0.9272,0.0455,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,FVQ_correct,33,0.9154,0.0479,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,0,0.8175,0.0497,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,1,0.9225,0.0267,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,2,0.95,0.0274,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,3,0.975,0.0137,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,4,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,5,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,6,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,7,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,8,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,9,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,10,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,11,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,12,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,13,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,14,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,15,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,16,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,17,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,18,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,19,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,20,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,21,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,22,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,23,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,24,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,25,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,26,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,27,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,28,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,29,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,30,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,31,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,32,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,cond_discrimination,33,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
