model,num_keys,num_updates,format,position,accuracy,ci_lower,ci_upper,wilson_hw,n_trials,source_file
gemini-2.5-pro,5,20,flat_verbose,14,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,flat_verbose,16,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,flat_verbose,17,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,flat_verbose,19,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,flat_verbose,20,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,flat_verbose,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,1,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,2,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,3,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,4,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,5,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,6,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,7,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,8,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,10,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,11,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,13,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,14,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,16,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,17,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,19,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,20,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,block,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,1,0.63,0.5649,0.695,0.0664,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,2,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,3,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,4,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,5,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,6,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,7,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,8,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,10,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,11,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,13,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,14,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,16,0.985,0.965,1.0,0.0211,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,17,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,19,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,20,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,20,landmark,last,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,1,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,2,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,3,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,4,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,5,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,6,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,7,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,8,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,14,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,20,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,26,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,31,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,37,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,43,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,49,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,50,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_nolabel,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,1,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,2,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,3,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,4,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,5,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,6,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,7,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,8,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,14,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,20,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,26,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,31,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,37,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,43,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,49,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,50,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,flat_verbose,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,1,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,2,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,3,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,4,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,5,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,6,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,7,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,8,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,14,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,20,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,26,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,31,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,37,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,43,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,49,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,50,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,block,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,1,0.8,0.745,0.855,0.0555,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,2,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,3,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,4,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,5,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,6,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,7,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,8,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,14,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,20,0.975,0.95,0.995,0.0249,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,26,0.865,0.82,0.91,0.0479,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,31,0.9,0.86,0.94,0.0425,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,37,0.9,0.855,0.94,0.0425,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,43,0.855,0.805,0.9,0.0492,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,49,0.875,0.8299,0.92,0.0465,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,50,0.82,0.765,0.875,0.0534,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-pro,5,50,landmark,last,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-pro/ucurve_20260520_150144.json
gemini-2.5-flash,10,10,flat_nolabel,1,1.0,1.0,1.0,0.0269,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,2,1.0,1.0,1.0,0.0269,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,3,0.9896,0.9688,1.0,0.0331,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,4,0.9896,0.9688,1.0,0.0331,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,5,0.9688,0.9271,1.0,0.0425,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,6,0.9583,0.9062,0.9896,0.0463,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,7,0.9688,0.9271,1.0,0.0425,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,8,0.9583,0.9167,0.9896,0.0463,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,9,0.9688,0.9271,1.0,0.0425,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,10,1.0,1.0,1.0,0.0269,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_nolabel,last,0.9479,0.8958,0.9896,0.0498,96,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,1,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,2,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,3,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,4,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,5,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,6,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,7,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,8,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,9,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,10,0.9839,0.9516,1.0,0.0497,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,flat_verbose,last,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,1,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,2,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,3,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,4,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,5,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,6,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,7,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,8,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,9,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,10,0.9839,0.9516,1.0,0.0497,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,block,last,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,1,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,2,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,3,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,4,0.9861,0.9583,1.0,0.0433,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,5,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,6,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,7,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,8,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,9,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,10,1.0,1.0,1.0,0.0354,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,10,landmark,last,0.9722,0.9306,1.0,0.0498,72,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,2,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,3,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,4,0.985,0.965,1.0,0.0211,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,5,0.96,0.935,0.985,0.0295,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,6,0.955,0.925,0.98,0.0309,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,7,0.91,0.87,0.95,0.0408,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,8,0.905,0.865,0.945,0.0417,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
gemini-2.5-flash,10,20,flat_nolabel,10,0.825,0.77,0.875,0.0529,200,experiments_cloud/results/ucurve_proprietary/gemini-2.5-flash/ucurve_20260520_131034.json
