model,dataset,num_keys,num_updates,fvq_acc,cvq_acc,gap,fvq_ci_lower,fvq_ci_upper,cvq_ci_lower,cvq_ci_upper,n_trials,max_trials,source_file
Qwen3.5-4B,arbitrary_single,3,75,0.92,0.62,0.3,0.86,0.97,0.5198,0.71,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,3,100,0.8,0.64,0.16,0.72,0.87,0.54,0.73,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,5,0.97,0.71,0.26,0.93,1.0,0.62,0.79,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,7,0.98,0.6,0.38,0.95,1.0,0.51,0.7,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,10,0.96,0.62,0.34,0.92,0.99,0.53,0.72,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,15,0.9,0.64,0.26,0.84,0.95,0.55,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,20,0.92,0.65,0.27,0.86,0.97,0.55,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,30,0.85,0.55,0.3,0.77,0.92,0.45,0.6402,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,50,0.8,0.72,0.08,0.72,0.88,0.64,0.81,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,75,0.76,0.61,0.15,0.67,0.84,0.52,0.7,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,5,100,0.61,0.73,-0.12,0.51,0.7,0.64,0.81,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,5,0.96,0.69,0.27,0.92,0.99,0.6,0.78,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,7,0.92,0.58,0.34,0.86,0.97,0.49,0.68,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,10,0.9,0.6,0.3,0.84,0.95,0.5,0.69,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,15,0.83,0.62,0.21,0.75,0.9,0.52,0.72,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,20,0.82,0.49,0.33,0.74,0.89,0.39,0.59,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,30,0.71,0.51,0.2,0.62,0.8,0.42,0.61,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,50,0.59,0.54,0.05,0.49,0.69,0.44,0.64,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,75,0.53,0.62,-0.09,0.43,0.63,0.53,0.71,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,7,100,0.56,0.61,-0.05,0.46,0.65,0.51,0.7,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,5,0.95,0.7,0.25,0.91,0.99,0.61,0.78,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,7,0.83,0.62,0.21,0.75,0.9,0.52,0.71,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,10,0.83,0.51,0.32,0.75,0.9,0.41,0.61,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,15,0.73,0.57,0.16,0.65,0.81,0.4798,0.67,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,20,0.64,0.48,0.16,0.54,0.73,0.38,0.58,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,30,0.54,0.65,-0.11,0.44,0.63,0.56,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,50,0.43,0.65,-0.22,0.34,0.53,0.55,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,75,0.39,0.54,-0.15,0.3,0.49,0.4498,0.63,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,10,100,0.41,0.6,-0.19,0.31,0.51,0.5,0.69,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,15,5,0.86,0.61,0.25,0.79,0.92,0.51,0.7,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,15,7,0.81,0.43,0.38,0.73,0.89,0.33,0.53,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,15,10,0.77,0.43,0.34,0.6898,0.85,0.34,0.53,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,15,15,0.61,0.45,0.16,0.52,0.71,0.35,0.55,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,arbitrary_single,15,20,0.51,0.51,0.0,0.41,0.61,0.42,0.61,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-4B/stage1_sweep_20260509_120216.json
Qwen3.5-4B,semantic_multi,2,5,1.0,0.98,0.02,1.0,1.0,0.95,1.0,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,2,7,0.99,0.84,0.15,0.9698,1.0,0.77,0.91,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,2,10,1.0,0.83,0.17,1.0,1.0,0.75,0.9,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,2,15,1.0,0.8,0.2,1.0,1.0,0.72,0.88,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,2,20,0.99,0.78,0.21,0.97,1.0,0.69,0.8502,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,2,30,1.0,0.69,0.31,1.0,1.0,0.6,0.78,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,2,50,0.99,0.69,0.3,0.97,1.0,0.6,0.78,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,3,5,0.99,0.95,0.04,0.97,1.0,0.9,0.99,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,3,7,1.0,0.81,0.19,1.0,1.0,0.73,0.89,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,3,10,0.98,0.69,0.29,0.95,1.0,0.59,0.78,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,3,15,1.0,0.71,0.29,1.0,1.0,0.61,0.79,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,3,20,0.97,0.74,0.23,0.93,1.0,0.65,0.82,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,3,30,0.94,0.6,0.34,0.89,0.98,0.5,0.7,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,3,50,0.94,0.67,0.27,0.89,0.98,0.58,0.76,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,5,5,1.0,0.83,0.17,1.0,1.0,0.76,0.9,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,5,7,0.99,0.78,0.21,0.97,1.0,0.7,0.85,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,5,10,0.99,0.65,0.34,0.97,1.0,0.56,0.74,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,5,15,0.95,0.76,0.19,0.91,0.99,0.67,0.84,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,5,20,0.9,0.7,0.2,0.84,0.96,0.61,0.79,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,5,30,0.86,0.64,0.22,0.79,0.92,0.54,0.74,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,5,50,0.64,0.64,0.0,0.55,0.74,0.55,0.74,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,7,5,1.0,0.78,0.22,1.0,1.0,0.7,0.86,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,7,7,0.98,0.65,0.33,0.95,1.0,0.56,0.74,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,7,10,0.92,0.66,0.26,0.86,0.97,0.56,0.75,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,7,15,0.81,0.61,0.2,0.73,0.88,0.51,0.71,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,7,20,0.84,0.61,0.23,0.77,0.91,0.52,0.7,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,7,30,0.68,0.56,0.12,0.58,0.77,0.46,0.66,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,7,50,0.71,0.63,0.08,0.62,0.8,0.53,0.73,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,10,5,0.99,0.73,0.26,0.97,1.0,0.64,0.82,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,10,7,0.93,0.63,0.3,0.88,0.97,0.53,0.72,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,10,10,0.79,0.63,0.16,0.71,0.87,0.53,0.73,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,10,15,0.78,0.54,0.24,0.7,0.86,0.44,0.63,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,10,20,0.73,0.57,0.16,0.64,0.82,0.47,0.67,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,10,30,0.62,0.52,0.1,0.52,0.72,0.4298,0.61,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,10,50,0.53,0.6,-0.07,0.43,0.63,0.5098,0.7,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,15,5,0.95,0.73,0.22,0.9,0.99,0.64,0.81,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,15,7,0.79,0.56,0.23,0.71,0.87,0.46,0.66,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,15,10,0.76,0.64,0.12,0.67,0.84,0.55,0.73,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,15,15,0.65,0.51,0.14,0.56,0.74,0.41,0.61,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,15,20,0.58,0.6,-0.02,0.48,0.68,0.5,0.7,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,15,30,0.4,0.52,-0.12,0.3,0.5,0.42,0.62,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,15,50,0.27,0.48,-0.21,0.19,0.35,0.38,0.58,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,20,5,0.87,0.77,0.1,0.8,0.93,0.68,0.85,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,20,7,0.8,0.58,0.22,0.72,0.87,0.49,0.68,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,20,10,0.72,0.53,0.19,0.63,0.81,0.43,0.6202,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,20,15,0.56,0.5,0.06,0.46,0.66,0.4,0.6,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,20,20,0.41,0.5,-0.09,0.32,0.5,0.4,0.6,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,20,30,0.33,0.5,-0.17,0.24,0.42,0.4,0.5902,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,20,50,0.24,0.41,-0.17,0.16,0.33,0.31,0.5,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,25,5,0.88,0.58,0.3,0.82,0.94,0.49,0.67,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,25,7,0.67,0.47,0.2,0.58,0.76,0.37,0.57,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,25,10,0.66,0.48,0.18,0.56,0.75,0.38,0.58,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,25,15,0.45,0.44,0.01,0.36,0.55,0.34,0.53,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,25,20,0.45,0.5,-0.05,0.36,0.54,0.4,0.6,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,25,30,0.28,0.38,-0.1,0.19,0.3702,0.28,0.48,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,25,50,0.29,0.38,-0.09,0.2,0.38,0.28,0.47,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,30,5,0.8,0.7,0.1,0.72,0.88,0.6,0.79,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,30,7,0.75,0.46,0.29,0.66,0.83,0.36,0.56,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,30,10,0.57,0.42,0.15,0.47,0.66,0.32,0.51,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,30,15,0.37,0.45,-0.08,0.2798,0.47,0.35,0.55,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,30,20,0.23,0.48,-0.25,0.15,0.32,0.39,0.58,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,30,30,0.23,0.42,-0.19,0.15,0.32,0.32,0.52,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-4B,semantic_multi,30,50,0.26,0.3,-0.04,0.18,0.35,0.21,0.4,100,100,v3/results_vllm/semantic_multi/Qwen3.5-4B/stage1_sweep_20260509_123259.json
Qwen3.5-9B,arbitrary_single,2,5,1.0,0.92,0.08,1.0,1.0,0.86,0.97,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,7,1.0,0.79,0.21,1.0,1.0,0.71,0.87,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,10,1.0,0.81,0.19,1.0,1.0,0.73,0.88,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,15,1.0,0.84,0.16,1.0,1.0,0.77,0.91,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,20,1.0,0.86,0.14,1.0,1.0,0.78,0.92,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,30,1.0,0.82,0.18,1.0,1.0,0.74,0.89,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,50,1.0,0.87,0.13,1.0,1.0,0.8,0.93,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,75,1.0,0.85,0.15,1.0,1.0,0.78,0.92,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,2,100,1.0,0.81,0.19,1.0,1.0,0.73,0.88,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,5,1.0,0.92,0.08,1.0,1.0,0.86,0.97,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,7,1.0,0.92,0.08,1.0,1.0,0.86,0.97,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,10,0.99,0.8,0.19,0.97,1.0,0.71,0.87,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,15,1.0,0.79,0.21,1.0,1.0,0.7098,0.87,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,20,1.0,0.83,0.17,1.0,1.0,0.76,0.9,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,30,0.99,0.76,0.23,0.97,1.0,0.67,0.84,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,50,0.97,0.72,0.25,0.93,1.0,0.63,0.8002,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,75,0.97,0.78,0.19,0.93,1.0,0.69,0.86,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,3,100,0.95,0.76,0.19,0.9,0.99,0.67,0.84,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,5,1.0,0.79,0.21,1.0,1.0,0.71,0.87,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,7,0.99,0.72,0.27,0.97,1.0,0.63,0.8002,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,10,0.94,0.65,0.29,0.89,0.98,0.55,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,15,0.97,0.71,0.26,0.93,1.0,0.62,0.8,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,20,0.97,0.75,0.22,0.93,1.0,0.66,0.83,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,30,0.92,0.71,0.21,0.86,0.97,0.62,0.79,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,50,0.93,0.65,0.28,0.88,0.97,0.55,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,75,0.86,0.68,0.18,0.79,0.92,0.59,0.77,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,5,100,0.85,0.63,0.22,0.78,0.92,0.54,0.7202,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,5,0.97,0.78,0.19,0.93,1.0,0.7,0.86,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,7,0.98,0.65,0.33,0.95,1.0,0.56,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,10,0.9,0.65,0.25,0.84,0.95,0.56,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,15,0.89,0.74,0.15,0.8298,0.95,0.65,0.82,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,20,0.9,0.64,0.26,0.84,0.95,0.55,0.73,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,30,0.93,0.66,0.27,0.87,0.98,0.57,0.75,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,50,0.89,0.61,0.28,0.82,0.95,0.51,0.7002,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,75,0.82,0.54,0.28,0.74,0.89,0.44,0.64,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,7,100,0.81,0.57,0.24,0.73,0.88,0.47,0.6602,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,5,0.93,0.67,0.26,0.88,0.9702,0.58,0.76,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,7,0.91,0.7,0.21,0.85,0.96,0.61,0.79,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,10,0.85,0.65,0.2,0.77,0.92,0.56,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,15,0.81,0.6,0.21,0.73,0.88,0.5,0.6902,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,20,0.86,0.67,0.19,0.79,0.92,0.57,0.76,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,30,0.87,0.59,0.28,0.8,0.93,0.49,0.68,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
